,HANDLE_OAPEN_Library_ID,Publication_type,Publication_title,Publication_subtitle,Publication_ISBN,Publication_author,Publication_editor,Pubilcation_year,Publication_publisher,Publication_language,English_yes_no,Country,Continent,National_languages,Title_downloads,English_text_mining,Country_mentioned_yes_no,Country_score,Total_downloads_OAPEN_Library
801,20.500.12657/23272,book,"Open and Distance Education in Asia, Africa and the Middle East",National Perspectives in a Digital Age,9789811357879,,"Zawacki-Richter, Olaf||Qayyum, Adnan",2019,Springer Nature,English[eng],English only,United Arab Emirates,Asia,Arabic,75.0,online distance education campus based universities middle east springerbriefs distance education programs distance education institutions olaf zawacki richter post school education distance education provision dual mode universities distance education courses 8 south africa indira gandhi national 10 south korea distance education systems university grants commission associate degree programs based distance education distance education programmes distance education providers distance education students korean distance education modern distance education policy dhet 2014b campus based institutions distance education council distance education enrollments october 20 2017 post school system,No mention,0.0,751.0
802,20.500.12657/23277,book,Food Anxiety in Globalising Vietnam,,9789811307430,,"Ehlert, Judith||Faltmann, Nora Katharina",2019,Springer Nature,English[eng],English only,Vietnam,Asia,Vietnamese,267.0,food security strategy food safety concerns ho chi minh chi minh city food anxiety ambivalences crosses borders paradigm food crosses borders borders paradigm shifts crisis food security social positioning culinary agrarian crisis food rural urban supply thi thu trang urban supply chains flexible food taboos heart flexible food tran thi thu supply chains reassessing food taboos ambiguous organic food consumption hòa bình village national food security tu<U+1ED5>i tr<U+1EBB> online concluding remarks anxiety nguyen thi tan thu trang 2013 42727,No mention,3.0,1544.0
803,20.500.12657/23439,book,O Império e a Constituição Colonial Portuguesa,,9789899838895,"Silva, António Duarte",,2019,Imprensa de História Contemporânea,Portuguese[por],Non-English,Portugal,Europe,Portuguese,860.0,,,5.0,2759.0
804,20.500.12657/23470,book,(Des)movilización de la sociedad civil chilena,"post-trauma, gobernabilidad y neoliberalismo (1990-2010)",9789568416898,"Jara Ibarra, Camila",,2019,Ariadna Ediciones,Spanish; Castilian[spa],Non-English,Chile,South America,Spanish,336.0,,,10.0,3271.0
805,20.500.12657/23471,book,"Mujeres y Política en Chile, siglos XIX y XX",,9789568416874,,"Gálvez, Ana||Loyola, Manuel||Álvarez, Rolando",2019,Ariadna Ediciones,Spanish; Castilian[spa],Non-English,Chile,South America,Spanish,273.0,,,10.0,3271.0
806,20.500.12657/23489,book,Oil Wealth and Development in Uganda and Beyond,"Prospects, Opportunities, and Challenges",9789461663092,,"Langer, Arnim||Ukiwo, Ukoha||Mbabazi, Pamela",2019,Leuven University Press,English[eng],English only,Uganda,Africa,English; Swahili,375.0,oil governance regime national oil company governance regime challenges oil fiscal regime international oil companies uganda’s oil fiscal finance management act public finance management global witness 2014 kenya’s oil governance avocats sans frontières uganda’s oil sector arnim langer ukoha langer ukoha ukiwo management act 2015 uganda’s oil governance corti paul lakuma resource rich countries capital gains tax jackson n.m byaruhanga sans frontières 2014 extractive industries transparency ghana’s oil governance oil producing countries oil sec tor petroleum revenue management production act 2013 uganda’s oil sec 25 piac reports,Country discussed,2.0,1399.0
807,20.500.12657/23491,book,Voices and Practices in Applied Linguistics,Diversifying a Discipline,9781912482177,,"Wright, Clare||Harvey, Lou||Simpson, James",2019,White Rose University Press,English[eng],English only,Vietnam,Asia,Vietnamese,138.0,standard language ideology applied linguistics diversifying bristol multilingual matters white rose university constructing science knowledge diverse south african hiv aids antenatal linguistically diverse south online collocation dictionary south african classrooms york white rose aids antenatal consultations dynamic systems theory explicit grammar knowledge learners l2 writing applied linguistics language language academic writing support learners l2 philadelphia pa john standard adolescent speaker 0 1 essay 1 1 essay abingdon oxon routledge learners home language linguistics language communication nom rel nfc,No mention,3.0,1544.0
808,20.500.12657/23522,book,"World Literature, Cosmopolitanism, Globality Beyond, Against, Post, Otherwise",,9783110641301,,"Müller, Gesine||Siskind, Mariano",2019,De Gruyter,English[eng],English only,Costa Rica,South America,Spanish,42.0,la literatura mundial el ojo silva world literature studies literaturas del mundo del siglo xx global alt write literatura mundial como los mundos subalternos debating world literature más allá del marta puxan oliva reactionary world literature world literature writing gabriel garcía márquez las literaturas del las literaturas nativas world literary cosmopolitanism como praxis apuntes mapping world literature mundial como praxis read reactionary world una literatura mundial allá del mundo hacia una metodología los estudios literarios por otro lado praxis apuntes hacia sánchez prado ignacio,No mention,6.0,485.0
809,20.500.12657/23528,book,The Works of Li Qingzhao,,9781501504518,"Allen, Sarah M.||Kroll, Paul||Nugent, Christopher M. B.||Owen, Stephen||Shields, Anna M.||Tian, Xiaofei||Warner, Ding Xiang",,2019,De Gruyter,English[eng]||Chinese[chi],Non-English,Taiwan,Asia,Mandarin Chinese,202.0,,,1.0,1799.0
810,20.500.12657/23528,book,The Works of Li Qingzhao,,9781501504518,"Allen, Sarah M.||Kroll, Paul||Nugent, Christopher M. B.||Owen, Stephen||Shields, Anna M.||Tian, Xiaofei||Warner, Ding Xiang",,2019,De Gruyter,English[eng]||Chinese[chi],Non-English,Latvia,Europe,Latvian,43.0,,,6.0,541.0
811,20.500.12657/23552,book,Genocide and Mass Violence in Asia An Introductory Reader,,9783110659054,,"Jacob, Frank",2019,De Gruyter,English[eng],English only,Bangladesh,Asia,English,262.0,accessed january 29 january 29 2019 accessed january 20 january 20 2018 29 2019 https 20 2018 https ho chi minh accessed march 24 east pakistan bangladesh march 24 2017 10 murder museums 2013 accessed january 9 forgotten genocide 2017 accessed january extremely violent societies indonesia mass violence mass violence resource violence resource exploitation 2 crowd violence bangladesh 1971 1972 pakistan bangladesh 1971 29 2019 http 7 excessive violence comfort women issue 3 kill 3 kill 3 million review axis rule viet cong strategy 2014 accessed january,Country discussed,2.0,1285.0
812,20.500.12657/23569,book,Cultural Crowdfunding,"Platform Capitalism, Labour and Globalization",9781912656394,,"Rouzé, Vincent",2019,University of Westminster Press,English[eng],English only,Hungary,Europe,Hungarian,174.0,platform capitalism labour crowdfunding platform capitalism cultural crowdfunding platform accessed 27 february 27 february 2019 alternative intermediation apparatuses participatory cultural platforms cultural crowdfunding platforms gift counter gift paris la découverte culture par les digital intermediation platforms la culture par uk alternative finance ultural crowdfunding platform 5 march 2019 communication grenoble presses conseil national du french national research internationalization studies cemti la communication grenoble le web collaboratif lobre lebraty 2015 national research agency pdf accessed 27 social science research 2010 la démocratie 2010 le web,No mention,3.0,1116.0
813,20.500.12657/23591,book,A Manga Perfeita,,9781950192595,"Manning, Erin",,2019,punctum books,Portuguese[por],Non-English,Brazil,South America,Portuguese,351.0,,,2.0,3807.0
814,20.500.12657/23601,book,"Power, Protection and Magic in Thailand",The Cosmos of a Southern Policeman,9781760463168,"Reynolds, Craig J.",,2019,ANU Press,English[eng],English only,Thailand,Asia,Thai,134.0,nakhon si thammarat 5 magical thinking 2 lion lawman jatukham ramathep deity singapore nus press southeast asian studies mid south’s fathomable south’s fathomable past jatukham ramathep amulet national police chief asia program cornell author nakhon si ithaca ny southeast program cornell university nakhon si thammarat’s ny southeast asia source craig reynolds southeast asia program au publications series chang khun phaen chiang mai silkworm jatukham ramathep images khatthakam atchyakam lae khong thai ekkasan lae sangkhom witthaya late nineteenth century magic thailand media mai silkworm books nai phak tai,Country discussed,2.0,1660.0
815,20.500.12657/23601,book,"Power, Protection and Magic in Thailand",The Cosmos of a Southern Policeman,9781760463168,"Reynolds, Craig J.",,2019,ANU Press,English[eng],English only,Singapore,Asia,English; Malay; Mandarin Chinese; Tamil,154.0,nakhon si thammarat 5 magical thinking 2 lion lawman jatukham ramathep deity singapore nus press southeast asian studies mid south’s fathomable south’s fathomable past jatukham ramathep amulet national police chief asia program cornell author nakhon si ithaca ny southeast program cornell university nakhon si thammarat’s ny southeast asia source craig reynolds southeast asia program au publications series chang khun phaen chiang mai silkworm jatukham ramathep images khatthakam atchyakam lae khong thai ekkasan lae sangkhom witthaya late nineteenth century magic thailand media mai silkworm books nai phak tai,Country discussed,1.0,1470.0
816,20.500.12657/23606,book,The Aesthetics of Global Protest,Visual Culture and Communication,9789048544509,,"McGarry, Aidan||Erhart, Itir||Eslen-Ziya, Hande||Jenzen, Olu||Korkut, Umut",2019,Amsterdam University Press,English[eng],English only,Bulgaria,Europe,Bulgarian,91.0,political street art hande eslen ziya erhart hande eslen itir erhart hande gezi park protest gezi park protests eslen ziya olu ziya olu jenzen aidan mcgarry itir mcgarry itir erhart communication amsterdam amsterdam eslen ziya o.jenzen holly eva ryan black lives matter safiya umoja noble eslen ziya derya farida vis simon faulkner safiya umoja jenzen itir erhart olu jenzen itir simon faulkner safiya vis simon faulkner ziya derya güçdemir derya güçdemir umut apartheid south africa güçdemir umut korkut protest visual culture queer visual activism social media platforms,No mention,4.0,376.0
817,20.500.12657/23643,book,Mihin työelämä on menossa?,Tutkimuksen näkökulmia,9789523590069,,"Heiskanen, Tuula::0000-0001-5699-6757::600||Syvänen, Sirpa::0000-0002-6198-0933::600||Rissanen, Tapio::0000-0003-1461-0128::600",2019,Tampere University Press,Finnish[fin],Non-English,Finland,Europe,Finnish; Swedish,909.0,,,8.0,6482.0
818,20.500.12657/23672,book,Cultural Crossroads in the Middle East,"The Historical, Cultural and Political Legacy of Intercultural Dialogue and Conflict from the Ancient Near East to the Present Day",9789949031764,,"Sazonov, Vladimir::0000-0001-9738-1329::600||Mölder, Holger::0000-0003-2481-2735::600||Espak, Peeter::0000-0001-7503-4924::600",2019,University of Tartu Press,English[eng],English only,Estonia,Europe,Estonian; Russian,141.0,israeli strategic culture limor nobel konig achieving political goals terrorism effective examining effective examining terrorism holger mölder vladimir mölder vladimir sazonov examining terrorism strategy syrian alawite youth alawite youth values acta iranica 17 kobi michael yoel syriologist arthur vööbus michael yoel guzansky middle eastern studies partial strategic goals 1975 acta iranica actes du 2e at<U+0323> <U+1E6D>awil 1979 du 1er au du 2e congrès septembre 1975 acta 1er au 8 8 septembre 1975 a¯l ma<U+02BF> ruf a<U+02BF>bd ar ra<U+1E25>man achieved partial strategic hitherto undated sumerian middle eastern security mithriaques actes du,No mention,7.0,1016.0
819,20.500.12657/23733,book,Rethinking Teacher Education for the 21st Century,"Trends, Challenges and New Directions",9783847412571,,"Danilewicz, Wioleta||Korzeniecka-Bondar, Alicja||Kowalczuk-Walędziak, Marta||Lauwers, Gracienne Maria Louisa Veronica",2019,Verlag Barbara Budrich,English[eng],English only,United Arab Emirates,Asia,Arabic,75.0,initial teacher education initial teacher training pre university education mental body representations marta kowalczuk waledziak jennifer yamin ali alicja korzeniecka bondar professional teacher educator retrieved june 02 teacher education policies albanian student teacher august 28 2018 june 02 2018 kowalczuk waledziak alicja south african legislation student teacher perspective waledziak alicja korzeniecka female student teacher katalin tóth pjeczka livia nano nada manjola zaçellari lumani nano nada kallçiu pretoria government printers retrieved august 28 roelof petrus reyneke teachers team learning address cyber bullying anna babicka wirkus bondar wioleta danilewicz continuous professional development,No mention,0.0,751.0
820,20.500.12657/23736,book,Leadership in Early Education in Times of Change,Research from five Continents,9783847412243,,"Heikka, Johanna||Hujala, Eeva||Rodd, Jillian||Strehmel, Petra||Waniganayake, Manjula",2019,Verlag Barbara Budrich,English[eng],English only,Iceland,Europe,Icelandic,28.0,complexity leadership theory talis starting strong starting strong survey personnel development measures ece leadership research joint leadership model action research project childhood centre directors childhood education research complex adaptive systems day care centers human resource management childhood education ece day care center children’s day care international leadership research national core curriculum childhood education directors childhood teacher education learning organization creating norwegian framework plan powerful leadership moments quality ece provision yuki takahashi braybrook day care centres elina fonsén marjo fonsén marjo mäntyjärvi japanese leadership roles kari hoås moen leadership diffractions vibrations,No mention,3.0,374.0
821,20.500.12657/23764,book,Chinese Poetry and Translation,Rights and Wrongs,9789048542727,,"van Crevel, Maghiel||Klein, Lucas",2019,Amsterdam University Press,English[eng],English only,Hong Kong,Asia,Cantonese; English,151.0,classical chinese poetry contemporary chinese poetry eds chinese poetry klein eds chinese chinese poetry scene lucas klein eds chinese poetry translation keywords chinese poetry jenn marie nunes modern chinese poetry ecofeminism avant la nicholas morrow williams xian’s lyrical montage ya xian’s lyrical hong kong poetry chinese 14 2 ya xian’s poems migrant worker poetry modern chinese literature <U+5ED6> <U+4EA6> <U+6B66> <U+4F59> <U+79C0> <U+534E> <U+8449> <U+7DAD> <U+5EC9> chinese migrant worker mclc resource center,Country discussed,3.0,2546.0
822,20.500.12657/23972,book,Le bananier plantain,,9782759226801,,"Kwa, Moïse||Temple, Ludovic",2019,éditions Quae,French[fre],Non-English,Cameroon,Africa,English; French,703.0,,,10.0,2686.0
823,20.500.12657/23972,book,Le bananier plantain,,9782759226801,,"Kwa, Moïse||Temple, Ludovic",2019,éditions Quae,French[fre],Non-English,Cote d'Ivoire,Africa,French,201.0,,,10.0,1230.0
824,20.500.12657/23978,book,Agroforesterie et services écosystémiques en zone tropicale,,9782759230594,,"Seghieri, Josiane||Harmand, Jean-Michel",2019,éditions Quae,French[fre],Non-English,Cote d'Ivoire,Africa,French,80.0,,,10.0,1230.0
825,20.500.12657/23978,book,Agroforesterie et services écosystémiques en zone tropicale,,9782759230594,,"Seghieri, Josiane||Harmand, Jean-Michel",2019,éditions Quae,French[fre],Non-English,Senegal,Africa,French,55.0,,,9.0,1032.0
826,20.500.12657/23985,book,Global Digital Cultures: Perspectives from South Asia,,9780472901272,"Punathambekar, Aswin||Mohan, Sriram",,2019,University of Michigan Press,English[eng],English only,Bangladesh,Asia,English,89.0,deepest digital divides imagining cellular india http www.mmtimes.com index.php dating applications intimacy india durham nc algorithms indian citizenship digital addressable system https www.youtube.com accessed ad https www.youtube.com online nation talk york nyu press aung san suu bharatiya janata party delhi gang rape media 16 4 postcolonial india durham social media platforms accessed september 2 anchor arnab goswami april 9 2018 asia http www.bbc.com asian popular culture digital addressable systems facebook free basics free basics lands global media studies,No mention,2.0,1285.0
827,20.500.12657/23985,book,Global Digital Cultures: Perspectives from South Asia,,9780472901272,"Punathambekar, Aswin||Mohan, Sriram",,2019,University of Michigan Press,English[eng],English only,Pakistan,Asia,Urdu; English,303.0,deepest digital divides imagining cellular india http www.mmtimes.com index.php dating applications intimacy india durham nc algorithms indian citizenship digital addressable system https www.youtube.com accessed ad https www.youtube.com online nation talk york nyu press aung san suu bharatiya janata party delhi gang rape media 16 4 postcolonial india durham social media platforms accessed september 2 anchor arnab goswami april 9 2018 asia http www.bbc.com asian popular culture digital addressable systems facebook free basics free basics lands global media studies,No mention,0.0,6497.0
828,20.500.12657/24231,book,"Hearing Voices, Demonic and Divine",,9780429423093,"Cook, Christopher C.H.",,2019,Taylor & Francis,English[eng],English only,Kenya,Africa,English,157.0,auditory verbal hallucinations london scm press hearing god’s voice rapids mi eerdmans york paulist press ashgate research companion voice hearing experiences 40 suppl 4 anthropology farnham ashgate bulletin 40 suppl schizophrenia bulletin 40 city vatican observatory darton longman todd franks davis 1989 heard god’s voice london hodder stoughton mental health services vatican city vatican 2 corinthians 12 20 mary magdalene 6th century bce alderson day 2016 christian religious experience dunn 2003 pp hear god’s voice london darton longman london spck publishing,No mention,3.0,3124.0
829,20.500.12657/24231,book,"Hearing Voices, Demonic and Divine",,9780429423093,"Cook, Christopher C.H.",,2019,Taylor & Francis,English[eng],English only,United States,North America,English,1994.0,auditory verbal hallucinations london scm press hearing god’s voice rapids mi eerdmans york paulist press ashgate research companion voice hearing experiences 40 suppl 4 anthropology farnham ashgate bulletin 40 suppl schizophrenia bulletin 40 city vatican observatory darton longman todd franks davis 1989 heard god’s voice london hodder stoughton mental health services vatican city vatican 2 corinthians 12 20 mary magdalene 6th century bce alderson day 2016 christian religious experience dunn 2003 pp hear god’s voice london darton longman london spck publishing,No mention,4.0,26147.0
830,20.500.12657/24334,book,Kompetenzen in DaF/DaZ,,9783732906161,"Ersch, Christina Maria||Jehle, Nina||Grein, Marion||Hirt, Katharina||Dimitrova, Yanitza||Fierus, Ann-Katrin","Ersch, Christina Maria",2019,Frank & Timme,German[ger],Non-English,Germany,Europe,German,2168.0,,,10.0,28112.0
831,20.500.12657/24557,book,Psychiatry and Decolonisation in Uganda,,9781137600943,"Pringle, Yolana",,2019,Springer Nature,English[eng],English only,Uganda,Africa,English; Swahili,70.0,mental health services mental health care world health organization umoha c90 acr mulago mental hospital african medical journal east african medical makerere medical school protectorate annual report mbale district 27 ph asc 42 primary health care uganda protectorate annual international mental health umoha ph asc east african doctors makerere university college gisu female approximately iliffe east african global mental health gisu male approximately october 2011 mle district 27 october unpublished phd thesis 4 mass hysteria 6 mobility power peer support workers 27 october 2011 eastern african studies mental health clinic,Country discussed,2.0,1399.0
832,20.500.12657/24581,book,The Refugee Reception Crisis,Polarized Opinions and Mobilizations,9782800417097,"AMBROSINI, MAURIZIO::0000-0002-4591-6704::600||Van Hootegem, Arno::0000-0002-9559-8038::600||Bevelander, Pieter::0000-0002-7001-4526::600||Daphi, Priska::0000-0002-8216-1566::600||Diels, Elien||Fouskas, Theodoros::0000-0003-0507-217X::600||Hellström, Ande","Rea, Andrea||Martiniello, Marco::0000-0002-8707-1578::600||Mazzola, Alessandro::0000-0001-7484-4220::600||Meuleman, Bart::0000-0002-0384-5995::600",2019,Editions de l'Université de Bruxelles,English[eng],English only,Belgium,Europe,Dutch; French; German,487.0,anti migrant mobilization civil society organizations accessed september 10 september 10 2019 accessed june 13 june 13 2019 accessed july 5 civil society actors european citizens opinions july 5 2019 imaginary invasion italian invasion italian politics anti migrant mobilizations field notes liège __blob publicationfile accessed cultural threat perceptions www.bamf.de shareddocs anlagen asylum seekers refugees june 15 2019 pdf __blob publicationfile publicationfile accessed september refugees asylum seekers 10 october 2018 accessed june 15 collective reception centres european sociological review migrant citizen mobilization migrants asylum seekers restrictive asylum policies swedish migration agency,No mention,6.0,6542.0
833,20.500.12657/24581,book,The Refugee Reception Crisis,Polarized Opinions and Mobilizations,9782800417097,"AMBROSINI, MAURIZIO::0000-0002-4591-6704::600||Van Hootegem, Arno::0000-0002-9559-8038::600||Bevelander, Pieter::0000-0002-7001-4526::600||Daphi, Priska::0000-0002-8216-1566::600||Diels, Elien||Fouskas, Theodoros::0000-0003-0507-217X::600||Hellström, Ande","Rea, Andrea||Martiniello, Marco::0000-0002-8707-1578::600||Mazzola, Alessandro::0000-0001-7484-4220::600||Meuleman, Bart::0000-0002-0384-5995::600",2019,Editions de l'Université de Bruxelles,English[eng],English only,Greece,Europe,Greek,127.0,anti migrant mobilization civil society organizations accessed september 10 september 10 2019 accessed june 13 june 13 2019 accessed july 5 civil society actors european citizens opinions july 5 2019 imaginary invasion italian invasion italian politics anti migrant mobilizations field notes liège __blob publicationfile accessed cultural threat perceptions www.bamf.de shareddocs anlagen asylum seekers refugees june 15 2019 pdf __blob publicationfile publicationfile accessed september refugees asylum seekers 10 october 2018 accessed june 15 collective reception centres european sociological review migrant citizen mobilization migrants asylum seekers restrictive asylum policies swedish migration agency,No mention,2.0,1717.0
834,20.500.12657/24696,book,Österreichisches Deutsch macht Schule,Bildung und Deutschunterricht im Spannungsfeld von sprachlicher Variation und Norm,9783205208884,"de Cillia, Rudolf||Ransmayr, Jutta",,2019,Böhlau,German[ger],Non-English,Austria,Europe,German,675.0,,,10.0,6536.0
835,20.500.12657/24733,book,Gobernanza y gestión de áreas protegidas,,9789587391329,,"Borrini-Feyerabend, Grazia||Dudley, Nigel||Jaeger, Tilman||Lassen, Barbara||Pathak Broome, Neema||Philips, Adrian||Sandwith, Trevor",2019,ANU Press,Spanish; Castilian[spa],Non-English,Ecuador,South America,Spanish; Quechua,64.0,,,8.0,2646.0
836,20.500.12657/24766,(non book),Indian Recordings,,,"Remmer, Ulla","Lechleitner, Gerda||Liebl, Christian||Remmer, Ulla",2019,,German,Non-English,,,,,,,,
837,20.500.12657/24819,book,المعالجة البيولوجية لمياه الصرف الصحي: المبادئ وأعمال النمذجة والتصميم,,9781780408613,"Henze, Mogens||van Loosdrecht, Mark C.M.||Ekama, George A.||Brdjanovic, Damir||مصطفي موسى ; نضال محمود,",,2019,IWA Publishing,Arabic[ara],Non-English,Algeria,Africa,Arabic; Tamazight; French,151.0,,,9.0,2215.0
838,20.500.12657/24819,book,المعالجة البيولوجية لمياه الصرف الصحي: المبادئ وأعمال النمذجة والتصميم,,9781780408613,"Henze, Mogens||van Loosdrecht, Mark C.M.||Ekama, George A.||Brdjanovic, Damir||مصطفي موسى ; نضال محمود,",,2019,IWA Publishing,Arabic[ara],Non-English,Egypt,Africa,Arabic,311.0,,,4.0,2274.0
839,20.500.12657/24819,book,المعالجة البيولوجية لمياه الصرف الصحي: المبادئ وأعمال النمذجة والتصميم,,9781780408613,"Henze, Mogens||van Loosdrecht, Mark C.M.||Ekama, George A.||Brdjanovic, Damir||مصطفي موسى ; نضال محمود,",,2019,IWA Publishing,Arabic[ara],Non-English,Iraq,Asia,Arabic; Kurdish,239.0,,,1.0,2354.0
840,20.500.12657/24819,book,المعالجة البيولوجية لمياه الصرف الصحي: المبادئ وأعمال النمذجة والتصميم,,9781780408613,"Henze, Mogens||van Loosdrecht, Mark C.M.||Ekama, George A.||Brdjanovic, Damir||مصطفي موسى ; نضال محمود,",,2019,IWA Publishing,Arabic[ara],Non-English,Jordan,Asia,Arabic,38.0,,,1.0,280.0
841,20.500.12657/24819,book,المعالجة البيولوجية لمياه الصرف الصحي: المبادئ وأعمال النمذجة والتصميم,,9781780408613,"Henze, Mogens||van Loosdrecht, Mark C.M.||Ekama, George A.||Brdjanovic, Damir||مصطفي موسى ; نضال محمود,",,2019,IWA Publishing,Arabic[ara],Non-English,Saudi Arabia,Asia,Arabic,136.0,,,1.0,975.0
842,20.500.12657/24871,book,The Origins of Self,An Anthropological Perspective,9781787356306,"Edwardes, Martin P. J.",,2019,UCL Press,English[eng],English only,Philippines,Asia,Filipino; English,1271.0,shared social calculus sharing social calculus social calculus models carroll 1865 chapter lewis carroll 1865 central nervous system naked mole rats cogito ergo sum sharing social models savage rumbaugh sue dubito ergo cogito graziano michael s.a waal frans b.m bottlenose dolphins tursiops cogitant ut sum cogito cogito ergo cognitive social modelling dunbar robin i.m ergo cogito cogito objective subject model recall past events scott phillips thomas share social calculus world 3 real 1865 chapter 9 actual world 1,No mention,2.0,20192.0
843,20.500.12657/24877,book,Crisis del multiculturalismo en América Latina,Conflictividad social y respuestas críticas desde el pensamiento político indígena,9783839445259,"Zapata Silva, Claudia",,2019,transcript Verlag,Spanish; Castilian[spa],Non-English,Chile,South America,Spanish,229.0,,,10.0,3271.0
844,20.500.12657/24879,book,International Handbook of Health Literacy,"Research, practice and policy across the lifespan",9781447344520,,"Okan , Orkan||Bauer , Ullrich||Levin-Zamir, Diane||Pinheiro , Paulo||Sørensen, Kristine",2019,Policy Press,English[eng],English only,Thailand,Asia,Thai,83.0,health literacy research low health literacy measuring health literacy health literacy interventions health literacy policies bmc public health health promotion international critical health literacy limited health literacy organisational health literacy improve health literacy world health organization functional health literacy hls eu q47 health literacy skills european health literacy occupational health literacy 2012 health literacy health literacy survey improving health literacy health literacy policy children’s health literacy hls eu consortium health literate health medical internet research literacy survey hls survey hls eu health literacy practices models bmc public 2015 health literacy,No mention,2.0,1660.0
845,20.500.12657/24903,book,A Future History of Water,,9781478004516,"Ballestero, Andrea",,2019,Duke University Press,English[eng],English only,Costa Rica,South America,Spanish,34.0,consumer price index world economic forum costa rica’s constitution aresep pricing formula free trade agreement price index cpi royal anthropological institute united nations development world water forum costa rican household costa rican households nations development programme people’s everyday lives public service regulation chapter 1 formula chapter 2 index costa rica’s congress costo principle 51,Country discussed,6.0,485.0
846,20.500.12657/24939,book,Digitalisering i sykepleietjenesten,en arbeidshverdag i endring,9788202616533,"Andreassen, Hege Kristin||Brattgjerd, Marianne||Brattheim, Berit||Jorun Danielsen, Inger||Fossum, Mariann||Morten Johannesen, Lasse||Lyngstad, Merete||Melby , Line||Bøgh Næss, Grethe||Rotegård, Ann Kristin||Ryen, Else||Sogstad, Maren||Toussaint, Pieter||W","Hellesø, Ragnhild||Olsen, Rose Mari",2019,Cappelen Damm Akademisk/NOASP (Nordic Open Access Scholarly Publishing),Norwegian[nor],Non-English,Norway,Europe,Norwegian,359.0,,,10.0,5515.0
847,20.500.12657/24951,book,Uma dramaturgia da violência,os filmes de João Canijo,9789898956002,"Ribas, Daniel::0000-0002-3018-5152::600",,2019,Imprensa de História Contemporânea,Portuguese[por],Non-English,Portugal,Europe,Portuguese,143.0,,,5.0,2759.0
848,20.500.12657/24975,book,Understanding Oceania,Celebrating the University of the South Pacific and its collaboration with The Australian National University,9781760462888,,"Firth, Stewart||Naidu, Vijay",2019,ANU Press,English[eng],English only,Fiji,Oceania,English; Fijian; Fiji Hindi,158.0,australian national university south pacific usp pacific islands forum intellectual property policy national university anu pacific islands region south pacific forum global intellectual property development assistance challenges fiji’s coup culture 13 development assistance 15 urban land breaking fiji’s coup mana sport media niu mana sport 7 postcolonial political 8 neo liberalism effective rural development postcolonial political institutions 14 breaking fiji’s 18 niu mana pacific island countries south pacific islands intellectual property system intellectual property systems ratu sir kamisese sir kamisese mara canberra anu press fiji labour party international financial institutions,Country discussed,9.0,2377.0
849,20.500.12657/24975,book,Understanding Oceania,Celebrating the University of the South Pacific and its collaboration with The Australian National University,9781760462888,,"Firth, Stewart||Naidu, Vijay",2019,ANU Press,English[eng],English only,New Zealand,Oceania,English; Maori,206.0,australian national university south pacific usp pacific islands forum intellectual property policy national university anu pacific islands region south pacific forum global intellectual property development assistance challenges fiji’s coup culture 13 development assistance 15 urban land breaking fiji’s coup mana sport media niu mana sport 7 postcolonial political 8 neo liberalism effective rural development postcolonial political institutions 14 breaking fiji’s 18 niu mana pacific island countries south pacific islands intellectual property system intellectual property systems ratu sir kamisese sir kamisese mara canberra anu press fiji labour party international financial institutions,No mention,4.0,2654.0
850,20.500.12657/25054,book,Organisasjonsperspektiv på samordning av helse- og velferdstjenester,,9788202631833,"Bjørkquist, Catharina||Jerndahl Fineide, Mona",,2019,Cappelen Damm Akademisk/NOASP (Nordic Open Access Scholarly Publishing),Norwegian[nor],Non-English,Norway,Europe,Norwegian,850.0,,,10.0,5515.0
851,20.500.12657/25058,book,Las fronteras del neoextractivismo en América Latina,"Conflictos socioambientales, giro ecoterritorial y nuevas dependencias",9783839445266,"Svampa, Maristella",,2019,transcript Verlag,Spanish; Castilian[spa],Non-English,Argentina,South America,Spanish,221.0,,,10.0,1549.0
852,20.500.12657/25058,book,Las fronteras del neoextractivismo en América Latina,"Conflictos socioambientales, giro ecoterritorial y nuevas dependencias",9783839445266,"Svampa, Maristella",,2019,transcript Verlag,Spanish; Castilian[spa],Non-English,Chile,South America,Spanish,219.0,,,10.0,3271.0
853,20.500.12657/25058,book,Las fronteras del neoextractivismo en América Latina,"Conflictos socioambientales, giro ecoterritorial y nuevas dependencias",9783839445266,"Svampa, Maristella",,2019,transcript Verlag,Spanish; Castilian[spa],Non-English,Colombia,South America,Spanish,201.0,,,9.0,3663.0
854,20.500.12657/25074,book,Tennyson’s Poems,New Textual Parallels,9781783746637,"Winnick, R.H.",,2019,Open Book Publishers,English[eng],English only,Bangladesh,Asia,English,88.0,textual parallels 296 george clayton tennyson’s 41 42 pp broome fenton odyssey clayton tennyson’s library inside front board pope broome fenton shatto shaw 296 xx 1 2 1 2 pp 241 l’envoi 41 296 xcvii 19 296 xx 1 iii ii 78 l’envoi 41 42 lines 5 6 paradise lost ii pp 117 18 2 4 pp 2 iii ii 286 vi vii 4 pp 30 42 pp 117 93 95 pp 95 pp 110 epilogue 117 18 ii 292 96 ix 3 4 lxxxvi 1 2 pp 110 11,No mention,2.0,1285.0
